"COMPANY_NAME"	"IS_DEALER"	"ACCOUNT_CODE"	"POSTAL_ADDRESS"	"STATEMENT_EMAIL"	"STATEMENT_FAX"	"STATEMENT_DELIVERY"	"COMMISSION"	"DAYS_TO_PAY"	"M_CURRENCY"	"LAST_CLOSE_BALANCE"	"LAST_CLOSE_CURRENCY"	"LAST_CLOSE_MONTH"	"COMMISSION_BUDGETLINER"	"COMMISSION_SLEEPLINER"	"CONTROLLER"	"COUNTRY"	"EXPORT_DEBTORS"	"IS_CURRENT"	"VAT_NUMBER"	"DEBTOR_TYPE"	"BILLING_PERIOD"	"STATEMENT_DETAILS"	"ACC_CONTACT_PERSON"	"DATE_CREATED"	"RELATED_PARTY"	"LAST_UPDATED"	"LAST_SYNC"	"SAGE_SITE"	"CC_ACCOUNT_NO"	"COMMISSION_BAGGAGE"	"INV_CUTOFF"	"TERMS"	"CREDIT_LIMIT"	"PAYMENT_DATE"	"CUTOFF_DAY"	"PAYMENT_DAY"	"NORMAL_LIMIT_APPROVED_BY"	"SPECIAL_CREDIT_LIMIT"	"SPECIAL_LIMIT_APPROVED_BY"	"SPECIAL_LIMIT_EXPIRY_DATE"	"SHOPPING_BASKET_RESTRICTION"	"STATEMENT_REMINDER"
"Intercape Mosambique Limitada"	"N"	"MOZ01"	"P.O. Box 618
Bellville 
7535"	"adre@intercape.co.za"	""	"N"	0		"Mozambique Metical"		""		0	0	"A"	"M"	"Y"	"Y"	"400324611"	"B"	"M"	"N"	"Adre Zandberg"	11/SEP/14	"I"	27/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"CWU001"	"Y"	"CWU001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"DIK001"	"Y"	"DIK001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	05/NOV/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Department of Defence Headquaters Unit"	"Y"	"DEP003"	"Physical address
DOD HQ UNIT
CNR NOSSOB AND BOING STREET
ARMSCOR BUILDING
ERASMUSRAND
PRETORIA

Postal
PRIVATE BAG X161
PRETORIA
0001

Cell:0823322172
T/Phone 0123556397"	"danny.shibambo@gmail.com"	"0123555701"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"LT COL D. P Shibambo"		"N"	12/NOV/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Africawide Consulting (Pty)Ltd"	"Y"	"AFR003"	"Postnet Suite 225
Private bag X31
Saxonwold
2132

Physical address
Suite 229
Killarney Office Towers
60 Rivonia Road
Killarney
JHB

Telephone:0114864711
Celephone:0712802112"	"shlomip@africawide.co.za"	""	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4730252253"	"C"	"M"	"N"	"Shlomi Podgaetz"		"N"	10/NOV/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Cortney Woolridge"	"Y"	"COR003"	"Cellphone: +268 786 41 873"	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Cortney Woolridge"		"N"	12/NOV/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Avo Orange"	"Y"	"1780"	"Tel: 021 8560102"	"reservations@avoorange.com"	"0867544942"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"Y"	"Mrs Erica Liebenberg "	07/NOV/14	"N"	07/NOV/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Bank Deposit Refunds"	"N"	"0810"	"Alison
Intercape"	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"O"	"M"	"N"	"Alison"	07/NOV/14	"N"	07/NOV/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Bank Deposit Refunds - Namibia"	"N"	"0811"	"Alison
Intercape"	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"O"	"M"	"N"	"Alison"	07/NOV/14	"N"	07/NOV/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"ZOT001"	"Y"	"ZOT001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	11/NOV/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Noordwes Landsdiens"	"Y"	"NOO001"	"Posbus 20270 
Proteapark
0305

"	"elisekleynhans@hotmail.com"	"086 544 2878"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Elise Kleynhans"		"N"	24/NOV/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"View Africa Tours and Transfers (Pty) Ltd"	"Y"	"VIE001"	""	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	26/OCT/17	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Seasons Find Tours"	"Y"	"SEA001"	"Cell:+27 0762435702
Tel: 021 558 0091"	"naomi@seasons-find-charter.co.za"	"+27 86 751 5254"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Naomi"		"N"	21/AUG/18	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"Emalini Enterprise t/a Kuruman Pump & Electrical"	"Y"	"1781"	"Hoof Straat, Spar Kompleks Winkel nr3, Kuruman

Tel 053 7122523"	"kurumanpump@gmail.com"	"053 7122523"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	"Naomi Potgieter"	13/NOV/14	"N"	13/NOV/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Unrealized Foreign Re-valuation"	"N"	"REV001"	""	""	""	"N"	0		"US Dollar"		""		0	0	"A"	"I"	"Y"	"Y"	""	"O"	"M"	"N"	""	16/NOV/14	"I"	31/JAN/19	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"LET002"	"Y"	"LET002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	21/NOV/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Sureboss (PTY) LTD"	"Y"	"1784"	"P.O. Box 501704, Gaborone, Botswana"	"tshepis@yahoo.co.uk"	"00267 3906706"	"E"	10	7	"Botswana Pula"		""		0	0	"A"	"B"	"Y"	"Y"	"NONE"	"B"	"W"	"N"	"Julia Kebopetswe"	27/NOV/14	"N"	12/OCT/16	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"PIQUETTBERG WYNKELDERS"	"Y"	"1782"	"85 Lang Street, Piketberg, 7320"	"freedom892@gmail.com"	"022 9131097"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"NONE"	"B"	"W"	"Y"	"Zhao Chen"	27/NOV/14	"N"	27/NOV/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Exclusive Travel CC T/A The Travel Company"	"Y"	"1783"	"P.O Box 782635, Sandton, 2146"	"corinna@travelcompany.co.za"	"011 7837529"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"NONE"	"B"	"W"	"N"	"Corinna Bacci"	27/NOV/14	"N"	12/OCT/16	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"SAF002"	"Y"	"SAF002"	""	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/FEB/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Ingrid Banfield Event Manager"	"Y"	"ING001"	"Po Box 4694
Dainfern Valley
2055

Cell no:0833839951
Te no: 011 4694610"	"ibanfielf@mweb.co.za"	""	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Ingrid Banfield"		"N"	09/JAN/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"APM - Africa People Mover"	"Y"	"1786"	"C/O Research & Staal Road,
Pretoria Industrial
0046"	"accounts@apmbus.com"	"0878208100"	"N"	0	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4680264514"	"B"	"W"	"N"	"Vereen"	07/JAN/15	"Y"	29/MAY/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"MAR003"	"Y"	"MAR003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	13/JAN/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Flightsite (PTY) LTD"	"Y"	"1787"	"0861 664469"	" rian@pnptravel.co.za"	""	"N"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4830216356"	"B"	"W"	"N"	""	13/JAN/15	"N"	18/JAN/19	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"Internet Bookings - Charge back from Bank"	"N"	"0807"	"Account to control the charge backs from the Bank"	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"O"	"M"	"N"	""	14/JAN/15	"N"	14/JAN/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"COACHMAN-COACHES"	"Y"	"COA001"	"Tel:011 0242090"	"Sonja@coachman-coaches.co.za"	"086 515 8805"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Sonja le Roux"		"N"	03/FEB/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"ERM Tours (PTY) LTD"	"N"	"ERM001"	"PO BOX 6099
RIVONIA
2128"	"lydia@ermtours.co.za; :Petro@ermtours.co.za"	"011 884 9008"	"E"	0	30	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""	30/JAN/13	"N"	19/OCT/16	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"NWU PUK Rugbyinstituut"	"Y"	"NWU003"	"Privaatsak x6001
Potchefstroom
2520"	"tannah@leopardsrugby.co.za"	"(018)2992430"	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4500209301"	"C"	"M"	"N"	"Tannah"		"N"	19/MAR/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"MOK001"	"Y"	"MOK001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	20/JAN/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Valeri Enterprises (Pty) Ltd"	"Y"	"VE001"	""	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	04/FEB/16	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"TruckLogix"	"Y"	"1684"	"P.O. Box 14172
Westbank
East London
5218"	"megan.pelser@cvds.co.za ;  Pamela.Sterling@cvds.co.za"	"043 7029050"	"E"	10	30	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4590189504"	"B"	"M"	"Y"	""	06/SEP/13	"N"	17/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"VE002"	"Y"	"VE002"	""	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/FEB/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"New Frontiers Tours"	"Y"	"NEW001"	"Tel: 031 2795900
Cell:0732460688"	"chantel@newfrontierstours.co.za"	"086 687 0892"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Chantal Myburgh"		"N"	17/FEB/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Arrive In Style Tours & Shuttle Services"	"N"	"ARR001"	"1A Voortrekker Road
Liberty Grand
Goodwood
7460"	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4300264811"	"O"	"M"	"N"	"Severo Zwartz"	29/JAN/15	"N"	29/JAN/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"THE TRAVEL SHOP"	"Y"	"THE006"	""	"admin@travelshop.co.zw"	""	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"SANELISO NKALA"		"N"	17/FEB/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"NEW002"	"Y"	"NEW002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	30/JAN/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"GVTEC (Pty)Ltd"	"Y"	"GVT001"	"Tel: 021 8641331"	"kobus@gvtec.co.za"	""	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Kobus Jooste"		"N"	17/FEB/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Gooseberry Event Services"	"Y"	"GOO001"	"Cell: 0832633644"	"lyett@gooseberryevents.co,za"	"0862125644"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Lyett Burger"		"N"	17/FEB/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Izandla Zethemba Organisation"	"Y"	"IZO001"	"22 Dorothy Zohlangu Street
Tambo Village
Manenberg

Tel:021 637 6749"	"86xolile@gmail.com"	"021 6387931"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Xolile Makutoana"		"N"	17/FEB/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Anchor Charters"	"Y"	"ANC002"	"Cell:0824221602
"	"anchor7@telkomsa.net"	""	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Selma Nel, Skip Viljoem"		"N"	17/FEB/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"GLE001"	"Y"	"GLE001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	06/FEB/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Centratel Group Investments"	"Y"	"CEN001"	"Postal Address:
Private Bag x65
Suite 063
Halfway House"	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Jacqueline Stumke"	12/AUG/14	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"ETM001"	"Y"	"ETM001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"UD001"	"Y"	"UD001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Destination Points"	"Y"	"DP001"	"2 Augusta Close
Dainfern
Fourways
Johannesburg

Cell: 0832843729
Tel:011 469 5901"	"tina@destinationpoints.co.za"	"086 652 899"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Tina"		"N"	03/FEB/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"TEA002"	"Y"	"TEA002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"KJK001"	"Y"	"KJK001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Intercape Mainliner (Zambia) Limited"	"N"	"ZAM01"	"P.O. Box 618
Bellville
7535"	"adre@intercape.co.za"	""	"E"	0		"Zambia Kwacha"		""		0	0	"A"	"A"	"Y"	"Y"	"1002349141"	"B"	"M"	"N"	"Adre Zandberg"	11/SEP/14	"I"	27/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Globe Lotter"	"Y"	"GL001"	"Cell: 0794922788
T/phone: 0216897742"	"info@globelotter.com"	"02106891872"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Linsey"		"N"	12/NOV/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Lindani Dhlomo"	"Y"	"LIN001"	"Physical Address:
14 San Raphael Avenue
Illovo Glen
Kingsburgh
4126

Postal address:
P O Box 32571
Mobeni
4060

Cell: 0824511970"	"lindani@mindtunes.co.za"	""	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	07/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"First National Bank-Group Catering"	"Y"	"FIR001"	"No.4 First Place, BankCity
Corner of Simmonds and Pritchard Street
Johannesburg

Cell: 0873116281"	"cmoshiywa@fnb.co.za"	""	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4210102051"	"C"	"M"	"N"	"Claude Moshiywa"		"N"	07/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"SHOPRITE CHECKERS PTY LTD"	"Y"	"SHO002"	"C/O OLD PAARL AND KRUISFONTEIN
BRACKENFELL
7560
CELL: 0835522669"	"ddutoit@shoptite.co.za"	""	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4420106777"	"C"	"M"	"N"	"DANIE"		"N"	12/NOV/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"WIL001"	"Y"	"WIL001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	11/NOV/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"KLEIN KAROO RESOURCE"	"Y"	"KLE001"	"44 ST SAVIOUR STREET
OUDTSHOORN
6625

CELL: 082 372 7750
TELEPHONE: 044 272 0372"	"chrystal@scwireless.co.za"	""	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"CHRYSTAL SMITH"		"N"	24/NOV/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"YOU001"	"Y"	"YOU001"	""	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/FEB/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Klassico Turismo"	"Y"	"1785"	"Avenida 21 de Janeiro 
Morro Bento Bloco 86
"	"info@klassicoturismo.com"	"00244 937247819"	"E"	10		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""	09/DEC/14	"N"	09/DEC/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Africa People Mover"	"Y"	"AFR004"	""	""	""	"N"	0	30	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Ruhan van der Berg"	09/DEC/14	"Y"	19/DEC/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"PARITY SOFTWARE JHB (PTY) LTD"	"N"	"PAR003"	"Glenhove Square, 71
4th Street
Houghton"	"bells@parity.co.za"	""	"E"	0	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4860214867"	"O"	"W"	"N"	"Bells "	13/DEC/14	"N"	13/DEC/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"SWE001"	"Y"	"SWE001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	08/JAN/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Standard Bank bank deposits (call centre)"	"N"	"0808"	"this account will contain the bank deposits through call centre into Standard Bank"	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"X"	"M"	"N"	""	06/FEB/15	"N"	05/MAR/19	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"LIB001"	"Y"	"LIB001"	""	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/FEB/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Varsity Cup Club"	"Y"	"VAR002"	"They already use account VC0001

Physical Address:
Suite 1A, Nautica
The Water Club, Beach Road,
Granger bay
8005"	"ziets@asem.tv"	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4830248276"	"C"	"M"	"N"	"Ziets"		"N"	24/APR/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Simple Sales Solution"	"Y"	"1788"	"244 Tumeric Str
Lotus Garden EXT4
Gauteng

0820564618"	"chilwane7@gmail.com"	""	"E"	10		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""	13/FEB/15	"Y"	15/SEP/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Astra Travel-Kimberley"	"Y"	"1789"	"P.O Box 1567
Kimberley
Northern Cape
8301"	"peter@astratravel.co.za"	"053 8321291"	"E"	10		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""	13/FEB/15	"N"	18/JAN/19	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"UWC002"	"Y"	"UWC002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	17/FEB/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"ICM003"	"Y"	"ICM003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/FEB/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"IPF OASIS Harare - USD"	"N"	"4000"	""	""	""	"N"	0		"US Dollar"		""		0	0	"A"	"I"	"Y"	"Y"	""	"O"	"M"	"N"	""	19/FEB/15	"N"	23/MAR/15	13/AUG/19	"IPF01"	""	20	""			""				0			"N"	"Y"
"IPF Mutare - USD"	"N"	"4001"	""	""	""	"N"	0		"US Dollar"		""		0	0	"A"	"I"	"Y"	"Y"	""	"O"	"M"	"N"	""	19/FEB/15	"N"	19/FEB/15	13/AUG/19	"IPF01"	""	20	""			""				0			"N"	"Y"
"IPF Bulawayo - USD"	"N"	"4002"	""	""	""	"N"	0		"US Dollar"		""		0	0	"A"	"I"	"Y"	"Y"	""	"O"	"M"	"N"	""	19/FEB/15	"N"	19/FEB/15	13/AUG/19	"IPF01"	""	20	""			""				0			"N"	"Y"
"IPF OASIS Harare - Rand"	"N"	"4020"	""	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"I"	"Y"	"Y"	""	"O"	"M"	"N"	""	19/FEB/15	"N"	19/FEB/15	13/AUG/19	"IPF01"	""	20	""			""				0			"N"	"Y"
"IPF Mutare - Rand"	"N"	"4021"	""	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"I"	"Y"	"Y"	""	"O"	"M"	"N"	""	19/FEB/15	"N"	19/FEB/15	13/AUG/19	"IPF01"	""	20	""			""				0			"N"	"Y"
"IPF Bulawayo - Rand"	"N"	"4022"	""	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"I"	"Y"	"Y"	""	"O"	"M"	"N"	""	19/FEB/15	"N"	19/FEB/15	13/AUG/19	"IPF01"	""	20	""			""				0			"N"	"Y"
"IPF Victoria Falls - USD"	"N"	"4003"	""	""	""	"N"	0		"US Dollar"		""		0	0	"A"	"I"	"Y"	"Y"	""	"O"	"M"	"N"	""	19/FEB/15	"N"	19/FEB/15	13/AUG/19	"IPF01"	""	20	""			""				0			"N"	"Y"
"IPF Victoria Falls - Rand"	"N"	"4023"	""	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"I"	"Y"	"Y"	""	"O"	"M"	"N"	""	19/FEB/15	"N"	19/FEB/15	13/AUG/19	"IPF01"	""	20	""			""				0			"N"	"Y"
"RIC001"	"Y"	"RIC001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	20/FEB/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"ZZZ003"	"Y"	"ZZZ003"	""	""	""	""			"US Dollar"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	24/FEB/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"TRO001"	"Y"	"TRO001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	25/FEB/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"DS Janlu Kuyer"	"Y"	"JAN001"	"Palomino 7
HERTA ERNASTRAAT
DURBANVILLE
7550

083 691 421
021 976 5118"	"janluk@vodamail.co.za"	"021 976 5118"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Janlu Kuyler"		"N"	31/MAR/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"CHA001"	"Y"	"CHA001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	26/FEB/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"ALG Logistics"	"Y"	"ALG001"	"073036641"	"andries@alglogistics.co.za"	""	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Andries de Lange"		"N"	06/MAR/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Q Squad Logistics"	"Y"	"LOG002"	""	"qlogistics15@yahoo.com"	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Josiah "		"N"	19/MAR/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Togetherness investment Group"	"Y"	"TOG001"	"Cell:083 316 1098
Tel: 051 432 4336"	"joemokatile@yahoo.com"	""	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	"Joe Mokatile"		"N"	19/MAR/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"DEP004"	"Y"	"DEP004"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	03/MAR/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"TRA009"	"Y"	"TRA009"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	05/MAR/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Intercape Pathfinder (Pvt) Ltd"	"N"	"IPF01"	"115 Nelson Mandela Ave and Corner 5th Street
Harare
Zimbabwe"	""	""	"N"	0		"US Dollar"		""		0	0	"A"	"I"	"Y"	"Y"	""	"O"	"M"	"N"	""	05/MAR/15	"I"	23/MAR/16	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
